Unnamed: 0,token,lemma_fll,lemma@POS,status,lemma,POS,tokenURI,sent_id,NER,RE_artikel,nested_RE_artikel
5734,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005735,161,,,
5735,ab,109438,ab@AP,lta-unique-wf,ab,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005736,161,,,
5736,hac,244509636,hic@PRO,lta-unique-wf,hic,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005737,161,,,
5737,descriptione,243318676,descriptio@NN,lta-unique-wf,descriptio,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005738,161,,,
5738,discrevimus,5023437,discerno@V,lta-unique-wf,discerno,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005739,161,,,
5739,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005740,161,,,
5740,Commagena,241361010,Commagena@NE,lta-multiple-wfs-unique-lemma,Commagena,NE,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005741,161,B-LOC,,
5741,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005742,161,,,
5742,nunc,241322948,nunc@ADV,lta-unique-wf,nunc,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005743,161,,,
5743,Euphratensis,243197662,Euphratensis@NE,lta-multiple-wfs-unique-lemma,Euphratensis,NE,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005744,161,B-LOC,,
5744,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005745,161,,,
5745,clementer,141460,clementer@ADV,lta-unique-wf,clementer,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005746,161,,,
5746,adsurgit,3794398,assurgo@V,lta-unique-wf,assurgo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005747,161,,,
5747,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005748,161,,,
5748,Hierapoli,243202414,Hierapolis@NE,lta-multiple-wfs-unique-lemma,Hierapolis,NE,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005749,161,B-LOC,,
5749,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005750,161,,,
5750,vetere,497738322,vetus@ADJ,lta-multiple-wfs-unique-lemma,vetus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005751,161,,,
5751,Nino,538777,Nino@NP,lta-multiple-wfs-unique-lemma,Nino,NP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005752,161,B-LOC,,
5752,et,109830,et@CON,lta-unique-wf,et,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005753,161,,,
5753,Samosata,243219394,Samosata@NE,lta-multiple-wfs-unique-lemma,Samosata,NE,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005754,161,B-LOC,,
5754,civitatibus,861936,civitas@NN,lta-multiple-wfs-unique-lemma,civitas,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005755,161,,,
5755,amplis,1608976,amplus@ADJ,lta-multiple-wfs-unique-lemma,amplus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005756,161,,,
5756,inlustris,1078662,illustria@NN,lta-multiple-wfs-unique-lemma,illustria,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005757,161,,,
5757,.,PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005758,161,,,
5758,8,779497057,NUMERAL@NUM,lta-unique-wf,NUMERAL,NUM,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005759,162,,,
5759,Dein,160367,deinde@ADV,lta-unique-wf,deinde,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005760,162,,,
5760,Syria,243632533,Syrius@ADJ,lta-multiple-super-lemmata,Syrius,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005761,162,B-LOC,,
5761,per,109612,per@AP,lta-unique-wf,per,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005762,162,,,
5762,speciosam,3069027,speciosus@ADJ,lta-unique-wf,speciosus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005763,162,,,
5763,interpatet,,,lta-not-yet-linked,,,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005764,162,,,
5764,diffusa,2182153,diffusus@ADJ,lta-multiple-wfs-unique-lemma,diffusus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005765,162,,,
5765,planitiem,243423607,planities@NN,lta-unique-wf,planities,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005766,162,,,
5766,.,PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005767,162,,,
5767,Hanc,244509640,hic@PRO,lta-unique-wf,hic,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005768,163,,,
5768,nobilitat,6325015,nobilito@V,lta-unique-wf,nobilito,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005769,163,,,
5769,Antiochia,298285,Antiochia@NE,lta-multiple-wfs-unique-lemma,Antiochia,NE,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005770,163,B-LOC,,
5770,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005771,163,,,
5771,mundo,1178137,mundus@NN,lta-multiple-wfs-unique-lemma,mundus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005772,163,,,
5772,cognita,1904749,cognitus@ADJ,lta-multiple-wfs-unique-lemma,cognitus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005773,163,,,
5773,civitas,243284721,civitas@NN,lta-multiple-wfs-unique-lemma,civitas,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005774,163,,,
5774,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005775,163,,,
5775,cui,242816365,qui@PRO,lta-multiple-wfs-unique-lemma,qui,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005776,163,,,
5776,non,241322627,non@ADV,lta-unique-wf,non,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005777,163,,,
5777,certaverit,3997136,certo@V,lta-multiple-wfs-unique-lemma,certo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005778,163,,,
5778,alia,244509394,alius@PRO,lta-multiple-wfs-unique-lemma,alius,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005779,163,,,
5779,advecticiis,1551428,advecticius@ADJ,lta-multiple-wfs-unique-lemma,advecticius,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005780,163,,,
5780,ita,242208924,itus@ADJ,lta-multiple-wfs-unique-lemma,itus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005781,163,,,
5781,adfluere,499407716,affluo@V,lta-multiple-wfs-unique-lemma,affluo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005782,163,,,
5782,copiis,243305221,copia@NN,lta-multiple-wfs-unique-lemma,copia,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005783,163,,,
5783,et,109830,et@CON,lta-unique-wf,et,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005784,163,,,
5784,internis,2539542,internus@ADJ,lta-multiple-wfs-unique-lemma,internus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005785,163,,,
5785,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005786,163,,,
5786,et,109830,et@CON,lta-unique-wf,et,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005787,163,,,
5787,Laodicia,241373078,Laodicia@NE,lta-multiple-wfs-unique-lemma,Laodicia,NE,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005788,163,B-LOC,,
5788,et,109830,et@CON,lta-unique-wf,et,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005789,163,,,
5789,Apamia,241352226,Apamia@NE,lta-multiple-wfs-unique-lemma,Apamia,NE,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005790,163,B-LOC,,
5790,itidemque,501623091,itidem@ADV,lta-unique-wf,itidem,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005791,163,,,
5791,Seleucia,596437,Seleucia@NE,lta-multiple-wfs-unique-lemma,Seleucia,NE,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005792,163,B-LOC,,
5792,iam,183427,iam@ADV,lta-unique-wf,iam,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005793,163,,,
5793,inde,188841,inde@ADV,lta-unique-wf,inde,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005794,163,,,
5794,a,109435,a@AP,lta-unique-wf,a,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005795,163,,,
5795,primis,257971,primus@ORD,lta-multiple-wfs-unique-lemma,primus,ORD,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005796,163,,,
5796,auspiciis,241408083,auspicium@NN,lta-multiple-wfs-unique-lemma,auspicium,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005797,163,,,
5797,florentissimae,242044287,florens@ADJ,lta-multiple-wfs-unique-lemma,florens,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005798,163,,,
5798,.,PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005799,163,,,
5799,9,241346596,NUMERAL@NUM,lta-unique-wf,NUMERAL,NUM,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005800,164,,,
5800,Post,109618,post@AP,lta-unique-wf,post,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005801,164,,,
5801,hanc,244509640,hic@PRO,lta-unique-wf,hic,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005802,164,,,
5802,adclinis,1514839,acclinis@ADJ,lta-multiple-wfs-unique-lemma,acclinis,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005803,164,,,
5803,Libano,243580854,Libanus@ADJ,lta-multiple-super-lemmata,Libanus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005804,164,B-LOC,,
5804,monti,1174069,mons@NN,lta-multiple-wfs-unique-lemma,mons,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005805,164,I-LOC,,
5805,Phoenice,560893,Phoenice@NE,lta-multiple-wfs-unique-lemma,Phoenice,NE,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005806,164,B-LOC,,
5806,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005807,164,,,
5807,regio,1315120,regio@NN,lta-multiple-wfs-unique-lemma,regio,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005808,164,,,
5808,plena,2839363,plenus@ADJ,lta-multiple-wfs-unique-lemma,plenus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005809,164,,,
5809,gratiarum,1056997,gratia@NN,lta-unique-wf,gratia,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005810,164,,,
5810,et,109830,et@CON,lta-unique-wf,et,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005811,164,,,
5811,venustatis,1454022,venustas@NN,lta-unique-wf,venustas,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005812,164,,,
5812,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005813,164,,,
5813,urbibus,241492624,urbs@NN,lta-multiple-wfs-unique-lemma,urbs,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005814,164,,,
5814,decorata,241876930,decoratus@ADJ,lta-multiple-wfs-unique-lemma,decoratus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005815,164,,,
5815,magnis,1152591,magnus@NN,lta-multiple-wfs-unique-lemma,magnus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005816,164,,,
5816,et,109830,et@CON,lta-unique-wf,et,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005817,164,,,
5817,pulchris,1295914,pulcher@NN,lta-multiple-wfs-unique-lemma,pulcher,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005818,164,,,
5818,;,PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005819,164,,,
5819,in,109579,in@AP,lta-unique-wf,in,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005820,164,,,
5820,quibus,457578084,qui@PRO,lta-multiple-wfs-unique-lemma,qui,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005821,164,,,
5821,amoenitate,243250288,amoenitas@NN,lta-unique-wf,amoenitas,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005822,164,,,
5822,celebritateque,606543199,celebritas@NN,lta-unique-wf,celebritas,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005823,164,,,
5823,nominum,1191772,nomen@NN,lta-unique-wf,nomen,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005824,164,,,
5824,Tyros,639121,Tyros@NE,lta-multiple-wfs-unique-lemma,Tyros,NE,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005825,164,B-LOC,,
5825,excellit,596319150,excello@V,lta-unique-wf,excello,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005826,164,,,
5826,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005827,164,,,
5827,Sidon,241388018,Sidon@NE,lta-multiple-wfs-unique-lemma,Sidon,NE,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005828,164,B-LOC,,
5828,et,109830,et@CON,lta-unique-wf,et,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005829,164,,,
5829,Berytus,331014,Berytus@NE,lta-unique-wf,Berytus,NE,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005830,164,B-LOC,,
5830,isdemque,244509762,idem@PRO,lta-multiple-wfs-unique-lemma,idem,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005831,164,,,
5831,pares,480989852,par@NN,lta-multiple-wfs-unique-lemma,par,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005832,164,,,
5832,Emissa,241966350,emissus@ADJ,lta-multiple-wfs-unique-lemma,emissus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005833,164,B-LOC,,
5833,et,109830,et@CON,lta-unique-wf,et,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005834,164,,,
5834,Damascus,367971,Damascos@NE,lta-multiple-super-lemmata,Damascos,NE,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005835,164,B-LOC,,
5835,saeculis,3004936,saeculis@ADJ,lta-multiple-wfs-unique-lemma,saeculis,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005836,164,,,
5836,condita,892045,conditum@NN,lta-multiple-wfs-unique-lemma,conditum,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005837,164,,,
5837,priscis,2888012,priscus@ADJ,lta-multiple-wfs-unique-lemma,priscus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005838,164,,,
5838,.,PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005839,164,,,
5839,10,779497059,NUMERAL@NUM,lta-unique-wf,NUMERAL,NUM,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005840,165,,,
5840,Has,241438676,he@NN,lta-multiple-wfs-unique-lemma,he,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005841,165,,,
5841,autem,109794,autem@CON,lta-unique-wf,autem,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005842,165,,,
5842,provincias,1291103,provincia@NN,lta-unique-wf,provincia,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005843,165,,,
5843,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005844,165,,,
5844,quas,496011829,qui@PRO,lta-multiple-wfs-unique-lemma,qui,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005845,165,,,
5845,Orontes,241380306,Orontes@NE,lta-multiple-wfs-unique-lemma,Orontes,NE,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005846,165,B-LOC,,
5846,ambiens,3598295,ambio@V,lta-multiple-wfs-unique-lemma,ambio,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005847,165,,,
5847,amnis,243250279,amnis@NN,lta-multiple-wfs-unique-lemma,amnis,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005848,165,I-LOC,,
5848,imosque,501686039,infer@ADJ,lta-unique-wf,infer,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005849,165,,,
5849,pedes,243421443,pes@NN,lta-multiple-wfs-unique-lemma,pes,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005850,165,,,
5850,Cassii,601978,Cassius@NP,lta-multiple-wfs-unique-lemma,Cassius,NP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005851,165,B-LOC,,
5851,montis,1174070,mons@NN,lta-unique-wf,mons,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005852,165,I-LOC,,
5852,illius,497070025,ille@PRO,lta-multiple-wfs-unique-lemma,ille,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005853,165,,,
5853,celsi,1829663,celsus@ADJ,lta-multiple-wfs-unique-lemma,celsus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005854,165,,,
5854,praetermeans,6857514,praetermeo@V,lta-multiple-wfs-unique-lemma,praetermeo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005855,165,,,
5855,funditur,5576424,fundo@V,lta-unique-wf,fundo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005856,165,,,
5856,in,109579,in@AP,lta-unique-wf,in,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005857,165,,,
5857,Parthenium,554196,Parthenium@NE,lta-multiple-wfs-unique-lemma,Parthenium,NE,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005858,165,B-LOC,,
5858,mare,273666719,mare@NN,lta-multiple-wfs-unique-lemma,mare,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005859,165,I-LOC,,
5859,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005860,165,,,
5860,Gnaeus,432749,Gnaeus@NP,lta-unique-wf,Gnaeus,NP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005861,165,B-PERS,RE-Pompeius_31,
5861,Pompeius,563345,Pompeius@NP,lta-unique-wf,Pompeius,NP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005862,165,I-PERS,RE-Pompeius_31,
5862,superato,242681134,superatus@ADJ,lta-multiple-wfs-unique-lemma,superatus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005863,165,,,
5863,Tigrane,243225151,Tigranes@NP,lta-unique-wf,Tigranes,NP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005864,165,B-PERS,RE-Tigranes_1,
5864,regnis,1315308,regnum@NN,lta-multiple-wfs-unique-lemma,regnum,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005865,165,,,
5865,Armeniorum,243184336,Armenium@NE,lta-unique-wf,Armenium,NE,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005866,165,B-GRP,,
5866,abstractas,1508211,abstractus@ADJ,lta-unique-wf,abstractus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005867,165,,,
5867,dicioni,243321672,dicio@NN,lta-multiple-wfs-unique-lemma,dicio,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005868,165,,,
5868,Romanae,243619125,romanus@ADJ,lta-multiple-wfs-unique-lemma,romanus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005869,165,,,
5869,coniunxit,4464432,coniungo@V,lta-unique-wf,coniungo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005870,165,,,
5870,.,PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005871,165,,,
5871,11,241346596,NUMERAL@NUM,lta-unique-wf,NUMERAL,NUM,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005872,166,,,
5872,Ultima,1438168,ultimum@NN,lta-multiple-wfs-unique-lemma,ultimum,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005873,166,,,
5873,Syriarum,241577624,Syrius@ADJ,lta-multiple-super-lemmata,Syrius,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005874,166,B-LOC,,
5874,est,242825881,sum@V,lta-unique-wf,sum,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005875,166,,,
5875,Palaestina,243213751,Palaestina@NP,lta-multiple-wfs-unique-lemma,Palaestina,NP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005876,166,B-LOC,,
5876,per,109612,per@AP,lta-unique-wf,per,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005877,166,,,
5877,intervalla,1110092,intervallum@NN,lta-multiple-wfs-unique-lemma,intervallum,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005878,166,,,
5878,magna,2637520,magnus@ADJ,lta-multiple-wfs-unique-lemma,magnus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005879,166,,,
5879,protenta,6967211,protendo@V,lta-multiple-wfs-unique-lemma,protendo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005880,166,,,
5880,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005881,166,,,
5881,cultis,243309473,cultus@NN,lta-multiple-wfs-unique-lemma,cultus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005882,166,,,
5882,abundans,241600998,abundans@ADJ,lta-multiple-wfs-unique-lemma,abundans,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005883,166,,,
5883,terris,1414761,terra@NN,lta-multiple-wfs-unique-lemma,terra,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005884,166,,,
5884,et,109830,et@CON,lta-unique-wf,et,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005885,166,,,
5885,nitidis,2700912,nitidus@ADJ,lta-multiple-wfs-unique-lemma,nitidus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005886,166,,,
5886,et,109830,et@CON,lta-unique-wf,et,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005887,166,,,
5887,civitates,861933,civitas@NN,lta-multiple-wfs-unique-lemma,civitas,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005888,166,,,
5888,habens,5618389,habeo@V,lta-multiple-wfs-unique-lemma,habeo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005889,166,,,
5889,quasdam,242816534,quidam@PRO,lta-unique-wf,quidam,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005890,166,,,
5890,egregias,2237223,egregius@ADJ,lta-unique-wf,egregius,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005891,166,,,
5891,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005892,166,,,
5892,nullam,2709824,nullus@ADJ,lta-unique-wf,nullus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005893,166,,,
5893,nulli,2709851,nullus@ADJ,lta-multiple-wfs-unique-lemma,nullus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005894,166,,,
5894,cedentem,241753224,cedens@ADJ,lta-multiple-wfs-unique-lemma,cedens,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005895,166,,,
5895,sed,110012,sed@CON,lta-unique-wf,sed,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005896,166,,,
5896,sibi,554766465,sui@PRO,lta-multiple-wfs-unique-lemma,sui,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005897,166,,,
5897,vicissim,253301,vicissim@ADV,lta-unique-wf,vicissim,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005898,166,,,
5898,velut,251930,velut@ADV,lta-unique-wf,velut,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005899,166,,,
5899,ad,109455,ad@AP,lta-unique-wf,ad,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005900,166,,,
5900,perpendiculum,1243575,perpendiculum@NN,lta-multiple-wfs-unique-lemma,perpendiculum,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005901,166,,,
5901,aemulas,1558378,aemulus@ADJ,lta-unique-wf,aemulus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005902,166,,,
5902,:,PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005903,166,,,
5903,Caesaream,600597,Caesarea@NP,lta-unique-wf,Caesarea,NP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005904,166,B-LOC,,
5904,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005905,166,,,
5905,quam,109931,quam@CON,lta-unique-wf,quam,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005906,166,,,
5906,ad,109455,ad@AP,lta-unique-wf,ad,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005907,166,,,
5907,honorem,243302032,honor@NN,lta-multiple-wfs-unique-lemma,honor,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005908,166,,,
5908,Octaviani,543483,Octavianus@NP,lta-multiple-wfs-unique-lemma,Octavianus,NP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005909,166,B-PERS,Multiple: RE-Octavianus_1 / RE-Iulius_132,
5909,principis,1278673,princeps@NN,lta-unique-wf,princeps,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005910,166,,,
5910,exaedificavit,5309417,exaedifico@V,lta-unique-wf,exaedifico,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00005911,166,,,
